"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_1990","Value_1991","Value_1992","Value_1993","Value_1994","Value_1995","Value_1996","Value_1997","Value_1998","Value_1999","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Value_2018","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"36","Australia","AUS","134.3499412","-25.57717202","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.5","By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed","2.5.2","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","1","ER_RSK_LBREDN","Local breeds classified as known being not at risk (number)","2019.Q1.G.01","NUMBER","Number","G","Global","0","0","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","2","2","2",2018.0,"2","Country data","DAD-IS 2018 http://www.fao.org/dad-is/","Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. "
"40","Austria","AUT","14.14172472","47.58704857","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.5","By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed","2.5.2","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","1","ER_RSK_LBREDN","Local breeds classified as known being not at risk (number)","2019.Q1.G.01","NUMBER","Number","G","Global","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1",2018.0,"1","Country data","DAD-IS 2018 http://www.fao.org/dad-is/","Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. "
"44","Bahamas","BHS","-78.05111663","24.69546597","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.5","By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed","2.5.2","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","1","ER_RSK_LBREDN","Local breeds classified as known being not at risk (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0",2018.0,"0","Country data","DAD-IS 2018 http://www.fao.org/dad-is/","Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. "
"48","Bahrain","BHR","50.5490754","26.04407747","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.5","By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed","2.5.2","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","1","ER_RSK_LBREDN","Local breeds classified as known being not at risk (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0",2018.0,"0","Country data","DAD-IS 2018 http://www.fao.org/dad-is/","Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. "
"50","Bangladesh","BGD","89.17660788","22.86961622","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.5","By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed","2.5.2","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","1","ER_RSK_LBREDN","Local breeds classified as known being not at risk (number)","2019.Q1.G.01","NUMBER","Number","G","Global","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2018.0,"0","Country data","DAD-IS 2018 http://www.fao.org/dad-is/","Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. "
"51","Armenia","ARM","44.93839317","40.29499741","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.5","By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed","2.5.2","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","1","ER_RSK_LBREDN","Local breeds classified as known being not at risk (number)","2019.Q1.G.01","NUMBER","Number","G","Global","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2018.0,"0","Country data","DAD-IS 2018 http://www.fao.org/dad-is/","Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. "
"52","Barbados","BRB","-59.5346489","13.13648273","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.5","By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed","2.5.2","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","1","ER_RSK_LBREDN","Local breeds classified as known being not at risk (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0",2018.0,"0","Country data","DAD-IS 2018 http://www.fao.org/dad-is/","Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. "
"56","Belgium","BEL","4.660976456","50.64104975","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.5","By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed","2.5.2","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","1","ER_RSK_LBREDN","Local breeds classified as known being not at risk (number)","2019.Q1.G.01","NUMBER","Number","G","Global","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","0","2","2","2","2","2","2",2018.0,"2","Country data","DAD-IS 2018 http://www.fao.org/dad-is/","Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. "
"60","Bermuda","BMU","-64.78155012","32.27881922","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.5","By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed","2.5.2","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","1","ER_RSK_LBREDN","Local breeds classified as known being not at risk (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2018.0,"0","Country data","DAD-IS 2018 http://www.fao.org/dad-is/","Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. "
"64","Bhutan","BTN","90.45098484","27.39598568","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.5","By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed","2.5.2","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","1","ER_RSK_LBREDN","Local breeds classified as known being not at risk (number)","2019.Q1.G.01","NUMBER","Number","G","Global","1","1","0","0","0","0","0","1","1","1","2","2","2","2","2","2","2","7","8","15","16","16","16","16","16","16","16","16","16",2018.0,"16","Country data","DAD-IS 2018 http://www.fao.org/dad-is/","Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. "
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.5","By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed","2.5.2","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","1","ER_RSK_LBREDN","Local breeds classified as known being not at risk (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","5","5","5","5","5","5","5","5","3",2018.0,"3","Country data","DAD-IS 2018 http://www.fao.org/dad-is/","Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. "
"70","Bosnia and Herzegovina","BIH","17.78584332","44.16845548","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.5","By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed","2.5.2","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","1","ER_RSK_LBREDN","Local breeds classified as known being not at risk (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2018.0,"0","Country data","DAD-IS 2018 http://www.fao.org/dad-is/","Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. "
"72","Botswana","BWA","23.81380223","-22.18810073","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.5","By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed","2.5.2","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","1","ER_RSK_LBREDN","Local breeds classified as known being not at risk (number)","2019.Q1.G.01","NUMBER","Number","G","Global","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","0","1","1","1","1","1","1","1","1",2018.0,"1","Country data","DAD-IS 2018 http://www.fao.org/dad-is/","Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. "
"74","Bouvet Island","BVT","3.410732868","-54.43295905","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.5","By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed","2.5.2","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","1","ER_RSK_LBREDN","Local breeds classified as known being not at risk (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76","Brazil","BRA","-53.08432878","-10.77668561","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.5","By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed","2.5.2","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","1","ER_RSK_LBREDN","Local breeds classified as known being not at risk (number)","2019.Q1.G.01","NUMBER","Number","G","Global","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2018.0,"0","Country data","DAD-IS 2018 http://www.fao.org/dad-is/","Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. "
"84","Belize","BLZ","-88.70199554","17.19965901","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.5","By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed","2.5.2","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","1","ER_RSK_LBREDN","Local breeds classified as known being not at risk (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0",2018.0,"0","Country data","DAD-IS 2018 http://www.fao.org/dad-is/","Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. "
"86","British Indian Ocean Territory","IOT","72.38715553","-7.299281071","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.5","By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed","2.5.2","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","1","ER_RSK_LBREDN","Local breeds classified as known being not at risk (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"90","Solomon Islands","SLB","160.1584117","-9.622391719","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.5","By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed","2.5.2","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","1","ER_RSK_LBREDN","Local breeds classified as known being not at risk (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2018.0,"0","Country data","DAD-IS 2018 http://www.fao.org/dad-is/","Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. "
"92","British Virgin Islands","VGB","-64.63294223","18.42256578","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.5","By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed","2.5.2","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","1","ER_RSK_LBREDN","Local breeds classified as known being not at risk (number)","2019.Q1.G.01","NUMBER","Number","G","Global","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2018.0,"0","Country data","DAD-IS 2018 http://www.fao.org/dad-is/","Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. "
"96","Brunei Darussalam","BRN","114.6288563","4.49736984","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.5","By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed","2.5.2","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","1","ER_RSK_LBREDN","Local breeds classified as known being not at risk (number)","2019.Q1.G.01","NUMBER","Number","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"100","Bulgaria","BGR","25.23763153","42.75731323","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.5","By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed","2.5.2","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","1","ER_RSK_LBREDN","Local breeds classified as known being not at risk (number)","2019.Q1.G.01","NUMBER","Number","G","Global","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","5","7","5","4","5","12","9","5","12","12",2018.0,"12","Country data","DAD-IS 2018 http://www.fao.org/dad-is/","Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. "
"104","Myanmar","MMR","96.51752295","21.19332882","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.5","By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed","2.5.2","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","1","ER_RSK_LBREDN","Local breeds classified as known being not at risk (number)","2019.Q1.G.01","NUMBER","Number","G","Global","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2018.0,"0","Country data","DAD-IS 2018 http://www.fao.org/dad-is/","Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. "
"108","Burundi","BDI","29.89080992","-3.366387428","2","End hunger, achieve food security and improved nutrition and promote sustainable agriculture","2.5","By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed","2.5.2","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","1","ER_RSK_LBREDN","Local breeds classified as known being not at risk (number)","2019.Q1.G.01","NUMBER","Number","G","Global","2","2","2","2","2","2","2","2","2","2","3","2","2","2","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4",2018.0,"4","Country data","DAD-IS 2018 http://www.fao.org/dad-is/","Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. "
