GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes,ISO3CD,X,Y
2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_ANIMSTORN,Number of local breeds with genetic material stored,2019.Q1.G.01,G,Global,C,Country data,NUMBER,Number,4,Afghanistan,2018.0,,0,Float,DAD-IS 2018 http://www.fao.org/dad-is/,"""NA"" corresponds to absence of local breeds. ",AFG,66.02688198,33.83160199
2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_ANIMSTORN,Number of local breeds with genetic material stored,2019.Q1.G.01,G,Global,C,Country data,NUMBER,Number,8,Albania,2018.0,,0,Float,DAD-IS 2018 http://www.fao.org/dad-is/,"""NA"" corresponds to absence of local breeds. ",ALB,20.06660928,41.13897007
2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_ANIMSTORN,Number of local breeds with genetic material stored,2019.Q1.G.01,G,Global,C,Country data,NUMBER,Number,12,Algeria,2018.0,,0,Float,DAD-IS 2018 http://www.fao.org/dad-is/,"""NA"" corresponds to absence of local breeds. ",DZA,2.678164227,28.15940032
2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_ANIMSTORN,Number of local breeds with genetic material stored,2019.Q1.G.01,G,Global,C,Country data,NUMBER,Number,24,Angola,2018.0,,0,Float,DAD-IS 2018 http://www.fao.org/dad-is/,"""NA"" corresponds to absence of local breeds. ",AGO,17.57817062,-12.33724746
2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_ANIMSTORN,Number of local breeds with genetic material stored,2019.Q1.G.01,G,Global,C,Country data,NUMBER,Number,660,Anguilla,2018.0,,0,Float,DAD-IS 2018 http://www.fao.org/dad-is/,"""NA"" corresponds to absence of local breeds. ",AIA,-63.05651612,18.21525315
2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_ANIMSTORN,Number of local breeds with genetic material stored,2019.Q1.G.01,G,Global,C,Country data,NUMBER,Number,28,Antigua and Barbuda,2018.0,,0,Float,DAD-IS 2018 http://www.fao.org/dad-is/,"""NA"" corresponds to absence of local breeds. ",ATG,-61.7999755,17.07761471
2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_ANIMSTORN,Number of local breeds with genetic material stored,2019.Q1.G.01,G,Global,C,Country data,NUMBER,Number,32,Argentina,2018.0,,0,Float,DAD-IS 2018 http://www.fao.org/dad-is/,"""NA"" corresponds to absence of local breeds. ",ARG,-65.14563274,-35.19446255
2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_ANIMSTORN,Number of local breeds with genetic material stored,2019.Q1.G.01,G,Global,C,Country data,NUMBER,Number,51,Armenia,2018.0,,0,Float,DAD-IS 2018 http://www.fao.org/dad-is/,"""NA"" corresponds to absence of local breeds. ",ARM,44.93839317,40.29499741
2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_ANIMSTORN,Number of local breeds with genetic material stored,2019.Q1.G.01,G,Global,C,Country data,NUMBER,Number,36,Australia,2018.0,,0,Float,DAD-IS 2018 http://www.fao.org/dad-is/,"""NA"" corresponds to absence of local breeds. ",AUS,134.3499412,-25.57717202
2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1,Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities,1,ER_GRF_ANIMSTORN,Number of local breeds with genetic material stored,2019.Q1.G.01,G,Global,C,Country data,NUMBER,Number,53,Australia and New Zealand,2018.0,,0,Float,DAD-IS 2018 http://www.fao.org/dad-is/,"""NA"" corresponds to absence of local breeds. ",,,
