series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Mode of transportation	Units	Mode of transportation description	Units description	years	value	valueType	time_detail	source	Nature
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	578	11.47846389	61.34311134	NOR	Norway	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	430	-9.311879038	6.448381009	LBR	Liberia	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	705	14.82209486	46.11958061	SVN	Slovenia	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	434	18.0295985	27.04042819	LBY	Libya	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	706	46.20367477	4.406485729	SOM	Somalia	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	438	9.552985019	47.14167005	LIE	Liechtenstein	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	710	24.67184355	-29.99957544	ZAF	South Africa	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	440	23.90517807	55.33680309	LTU	Lithuania	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	584	171.0839119	7.110213497	MHL	Marshall Islands	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	442	6.092656563	49.77679538	LUX	Luxembourg	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	724	-3.554078296	40.39211472	ESP	Spain	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	585	134.5733878	7.502307591	PLW	Palau	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	728	30.32618773	7.290839152	SSD	South Sudan	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	586	68.80479684	29.36491634	PAK	Pakistan	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	450	46.6982339	-19.38514785	MDG	Madagascar	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	732	-13.13515523	24.66265342	ESH	Western Sahara	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	591	-81.26616623	8.450965746	PAN	Panama	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	454	33.4884625	-13.40819859	MWI	Malawi	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	736	29.95650159	16.02643066	SDN	Sudan	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	458	116.8346314	5.452415309	MYS	Malaysia	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	740	-55.90626394	4.132603197	SUR	Suriname	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	600	-60.54854225	-21.70216237	PRY	Paraguay	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	462	73.09672546	-0.614385021	MDV	Maldives	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	604	-71.82093277	-13.58939705	PER	Peru	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	466	-3.522016039	17.35311254	MLI	Mali	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	748	31.50149288	-26.56471011	SWZ	Swaziland	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	608	120.8601418	14.16591706	PHL	Philippines	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	470	14.44617519	35.89194275	MLT	Malta	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	752	14.3775338	60.60103109	SWE	Sweden	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	474	-60.91544135	14.56086108	MTQ	Martinique	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	756	8.223158	46.96617097	CHE	Switzerland	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	616	19.40660158	52.1226733	POL	Poland	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	478	-10.33187259	20.26089546	MRT	Mauritania	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	620	-7.961599811	39.68509315	PRT	Portugal	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	480	57.568022	-20.28581998	MUS	Mauritius	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	762	69.294998	38.43069666	TJK	Tajikistan	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	484	-102.5148166	23.93378032	MEX	Mexico	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	764	101.0202951	15.13089239	THA	Thailand	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	492	7.424214814	43.73532918	MCO	Monaco	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	768	0.97835765	8.532096072	TGO	Togo	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	496	103.0728057	46.83892054	MNG	Mongolia	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	772	-171.8154473	-9.214545558	TKL	Tokelau	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	634	51.19152467	25.28355379	QAT	Qatar	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	776	-175.1959991	-21.19511329	TON	Tonga	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	638	55.53171398	-21.13183266	REU	Réunion	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	499	19.25214024	42.78717043	MNE	Montenegro	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	642	24.98481009	45.83893563	ROU	Romania	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	500	-62.19261223	16.73558313	MSR	Montserrat	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	643	99.01404926	61.61899849	RUS	Russian Federation	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	504	-6.281942841	31.8440131	MAR	Morocco	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	788	9.572737411	34.11439971	TUN	Tunisia	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	646	29.92310194	-1.999842114	RWA	Rwanda	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	508	38.18479941	-14.27963886	MOZ	Mozambique	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	792	35.42890329	38.9899684	TUR	Turkey	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	512	57.87743482	21.98805614	OMN	Oman	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	795	58.9787665	40.0912346	TKM	Turkmenistan	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	516	17.21907885	-22.13817068	NAM	Namibia	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	520	166.92313	-0.528742623	NRU	Nauru	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	798	178.6679611	-7.460048071	TUV	Tuvalu	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	660	-63.05651612	18.21525315	AIA	Anguilla	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	524	83.94678863	28.25866332	NPL	Nepal	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	800	32.39100438	1.279557331	UGA	Uganda	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	528	5.331480568	51.86728884	NLD	Netherlands	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	804	31.40270802	49.00735945	UKR	Ukraine	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	531	-68.95033464	12.15058042	CUW	Curaçao	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	818	29.77468534	26.57438204	EGY	Egypt	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	533	-69.97050586	12.50878756	ABW	Aruba	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	826	-2.23830539	53.27691757	GBR	United Kingdom	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	674	12.46329038	43.93841766	SMR	San Marino	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	831	-2.200712402	49.71561166	GGY	Guernsey	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	540	165.5067368	-21.41742531	NCL	New Caledonia	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	832	-2.136773508	49.22353354	JEY	Jersey	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	548	167.0679779	-15.34445547	VUT	Vanuatu	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	833	-4.538190305	54.22880901	IMN	Isle of Man	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	686	-14.46636926	14.35920905	SEN	Senegal	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	554	170.4755673	-43.98721568	NZL	New Zealand	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	688	20.805876	44.03145697	SRB	Serbia	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	558	-85.03060315	12.84210839	NIC	Nicaragua	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	840	-99.13830311	39.5277871	USA	United States of America	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	690	55.46561591	-4.678053059	SYC	Seychelles	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	562	9.400167877	17.42143036	NER	Niger	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	566	8.097363256	9.585789025	NGA	Nigeria	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	702	103.8107883	1.361009155	SGP	Singapore	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	570	-169.8601693	-19.05000475	NIU	Niue	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	858	-56.01387025	-32.8002838	URY	Uruguay	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	703	19.48495604	48.70741446	SVK	Slovakia	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	860	63.11944558	41.77560518	UZB	Uzbekistan	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	882	-172.4430749	-13.61541469	WSM	Samoa	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	894	27.850329	-14.59701056	ZMB	Zambia	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	887	45.22389143	15.22242099	YEM	Yemen	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	AIR	P_KM	air transport	passenger kilometres	2016					
